benchmark,board,correct,environment,execution_time_us,init_runtime_us,iteration,load_program_us,scale_factor
libud,adafruit-feather-nrf52840-sense,true,lua-35,736557,3954,4,11816,308
libud,adafruit-feather-nrf52840-sense,true,lua-40,735209,3947,0,11803,308
libud,adafruit-feather-nrf52840-sense,true,lua-40,735209,3947,1,11803,308
libud,adafruit-feather-nrf52840-sense,true,lua-40,733693,3937,2,11807,308
libud,adafruit-feather-nrf52840-sense,true,lua-40,732177,3951,3,11793,308
libud,adafruit-feather-nrf52840-sense,true,lua-40,732177,3927,4,11811,308
libud,adafruit-feather-nrf52840-sense,true,lua-45,733693,3941,0,11805,308
libud,adafruit-feather-nrf52840-sense,true,lua-45,733694,3941,1,11805,308
libud,adafruit-feather-nrf52840-sense,true,lua-45,733693,3933,2,11847,308
libud,adafruit-feather-nrf52840-sense,true,lua-45,735210,3938,3,11818,308
libud,adafruit-feather-nrf52840-sense,true,lua-45,732177,3947,4,11788,308
libud,adafruit-feather-nrf52840-sense,true,lua-50,733693,3954,0,11781,308
libud,adafruit-feather-nrf52840-sense,true,lua-50,733693,3953,1,11781,308
libud,adafruit-feather-nrf52840-sense,true,lua-50,732177,3939,2,11796,308
libud,adafruit-feather-nrf52840-sense,true,lua-50,732177,3937,3,11802,308
libud,adafruit-feather-nrf52840-sense,true,lua-50,733693,3944,4,11782,308
libud,adafruit-feather-nrf52840-sense,true,lua-55,733693,3947,0,11811,308
libud,adafruit-feather-nrf52840-sense,true,lua-55,733693,3946,1,11811,308
libud,adafruit-feather-nrf52840-sense,true,lua-55,735209,3949,2,11806,308
libud,adafruit-feather-nrf52840-sense,true,lua-55,735210,3934,3,11812,308
libud,adafruit-feather-nrf52840-sense,true,lua-55,735210,3960,4,11805,308
libud,adafruit-feather-nrf52840-sense,true,micropython-11,1993940,19,0,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-11,1993939,41,1,63902,308
libud,adafruit-feather-nrf52840-sense,true,micropython-11,1993940,40,2,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-11,1993939,19,3,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-11,1993939,40,4,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-16,1989693,20,0,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-16,1989693,42,1,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-16,1989693,41,2,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-16,1989692,42,3,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-16,1989693,41,4,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-21,1989541,21,0,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-21,1989541,42,1,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-21,1989540,21,2,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-21,1989541,43,3,63904,308
libud,adafruit-feather-nrf52840-sense,true,micropython-21,1989541,43,4,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-26,1991700,22,0,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-26,1991700,43,1,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-26,1991700,43,2,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-26,1991700,43,3,63904,308
libud,adafruit-feather-nrf52840-sense,true,micropython-26,1991700,43,4,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-31,1993991,23,0,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-31,1993991,44,1,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-31,1993992,23,2,63926,308
libud,adafruit-feather-nrf52840-sense,true,micropython-31,1993991,44,3,63903,308
libud,adafruit-feather-nrf52840-sense,true,micropython-31,1993991,44,4,63903,308
